OBJECTID,JURISDICTION,OWNERSHIP,MUNICIPALITY,NAME,FROM_,TO_,CLASS,CLASS_OP,DES_SURF_WIDTH,Shape_Length
9125,LOCAL,OSHAWA,OSHAWA,MCLAUGHLIN BLVD,CHRISTIE AVE,MIDLAND AVE,L/R,L,,60.5935110157051
9126,LOCAL,OSHAWA,OSHAWA,BARRIE AVE,COURT ST,MCKIM ST,L/R,L,,136.350868499186
9127,LOCAL,OSHAWA,OSHAWA,SURREY DR,ADELAIDE AVE E,WILSON RD N,L/R,L,,383.925329158921
9128,PROVINCIAL,MTO,OSHAWA,RAMP,,,EXP,EXP,,715.120463328021
9129,REGIONAL,DURHAM,OSHAWA,TOWNLINE RD N,KING ST E,VIOLET HALL RD,ART,B,,564.405352175857
9130,REGIONAL,DURHAM,OSHAWA,TOWNLINE RD S,CARLING AVE,KING ST E,ART,B,,105.755826160371
9131,LOCAL,OSHAWA,OSHAWA,ORMOND DR,STONEGATE AVE,FIELDGATE DR,C/R,COL,,262.453408008219
9132,LOCAL,OSHAWA,OSHAWA,WOODBINE AVE,SECRETARIAT AVE/SECRETARIAT PL,WOODBINE AVE/WOODBINE PL,L/R,L,,104.171438180117
9133,PROVINCIAL,MTO,OSHAWA,HIGHWAY 401 E,,,EXP,EXP,,2590.2461884114
9134,LOCAL,OSHAWA,OSHAWA,WOODSTREAM AVE,QUEENSBURY DR,COCKLIN CRES,C/R,COL,,178.820839499263
9135,LOCAL,OSHAWA,OSHAWA,WOODSTREAM AVE,ESTERBROOK DR,CHEESEWRIGHT CT/MAGEE ST,C/R,COL,,129.888942328901
9136,LOCAL,OSHAWA,OSHAWA,LIVEOAK ST,RIDGEMOUNT BLVD,ASHGROVE CRES,L/R,L,,86.5637519107411
9137,LOCAL,OSHAWA,OSHAWA,WOODSTREAM AVE,GRANDVIEW ST N,QUEENSBURY DR,C/R,COL,,117.933214019406
9138,LOCAL,OSHAWA,OSHAWA,WOODSTREAM AVE,COCKLIN CRES,ESTERBROOK DR,C/R,COL,,67.7499104131485
9139,LOCAL,OSHAWA,OSHAWA,WOODSTREAM AVE,HUNKING DR,TOWNLINE RD N,C/R,COL,,89.8048781882738
9140,LOCAL,OSHAWA,OSHAWA,WOODSTREAM AVE,CHEESEWRIGHT CT/MAGEE ST,ARBORWOOD DR,C/R,COL,,158.96712484195
9141,LOCAL,OSHAWA,OSHAWA,WOODSTREAM AVE,ARBORWOOD DR,HUNKING DR,C/R,COL,,89.0664747986612
9142,LOCAL,OSHAWA,OSHAWA,REGENT DR,62 m W OF RIVERSIDE DR,RIVERSIDE DR N,L/R,L,,67.3135161770108
9143,LOCAL,OSHAWA,OSHAWA,KENMARK AVE,HARLSTONE CRES,ESTERBROOK DR,L/R,L,,270.933754565548
9144,LOCAL,OSHAWA,OSHAWA,GUY AVE,WEST LIMIT,BIRCHCLIFFE AVE,L/R,L,,45.5022511126064
9145,LOCAL,OSHAWA,OSHAWA,FINKLE DR,ARBORWOOD DR,GOLDSMITH DR,L/R,L,,620.346601552309
9146,LOCAL,OSHAWA,OSHAWA,BLACKWELL CRES,STEEPLECHASE ST,STEEPLECHASE ST,L/R,L,,480.08838273911
9147,LOCAL,OSHAWA,OSHAWA,HUNKING CT,ARBORWOOD DR,WESTERN LIMIT,L/R,L,,86.5457564256861
9148,REGIONAL,DURHAM,OSHAWA,WINCHESTER RD E,SIMCOE ST N,BRIDLE RD,ART,B,,586.909255011632
9149,LOCAL,OSHAWA,OSHAWA,HUNKING DR,ARBORWOOD DR,WOODSTREAM AVE,L/R,L,,418.1788549676
9150,LOCAL,OSHAWA,OSHAWA,MCCUE DR,RENNIE ST,EAST LIMIT,L/R,L,,246.741743826831
9151,LOCAL,OSHAWA,OSHAWA,HOWARD ST,BLOOR ST E,76 m N OF BLOOR ST E,L/R,L,,70.5690018940495
9152,REGIONAL,DURHAM,OSHAWA,STEVENSON RD S,LAVAL DR,GIBB ST,ART,B,,682.925285184399
9153,LOCAL,OSHAWA,OSHAWA,MERRITT ST,BLOOR ST E,76 m N OF BLOOR ST E,L/R,L,,79.4853485238509
9154,LOCAL,OSHAWA,OSHAWA,PATRICIA AVE,KING ST E,104 m N OF KING ST E,L/R,L,,110.39678833292
9155,LOCAL,OSHAWA,OSHAWA,SALMERS DR,BALLANTRAE DR,ARBORWOOD DR,,,,118.53798219291
9156,REGIONAL,DURHAM,OSHAWA,STEVENSON RD S,GIBB ST,CARTIER AVE,ART,B,,341.585611637561
9157,PROVINCIAL,MTO,OSHAWA,RAMP,,,EXP,EXP,,281.480234483406
9158,LOCAL,OSHAWA,OSHAWA,TOWNLINE RD S,SOUTHPORT DR,SOUTHGATE DR,L/R,L,,293.34530464071
9159,LOCAL,OSHAWA,OSHAWA,TOWNLINE RD S,SOUTH LIMIT,SOUTHPORT DR,200,L,,152.77224329785
9160,REGIONAL,DURHAM,OSHAWA,TOWNLINE RD S,MERIVALE CT,CARLING AVE,ART,B,,269.361902781883
9161,LOCAL,OSHAWA,OSHAWA,ORMOND DR,KINGSFIELD AVE,STONEGATE AVE,C/R,COL,,150.521989618
9162,LOCAL,OSHAWA,OSHAWA,ORMOND DR,EVERGLADES DR,KINGSFIELD AVE,C/R,COL,,191.469805603381
9163,LOCAL,OSHAWA,OSHAWA,OSHAWA BLVD N,KING ST E,BOND ST E,L/R,L,,116.343503451378
9164,LOCAL,OSHAWA,OSHAWA,OSHAWA BLVD N,BOND ST E,RICHMOND ST E,L/R,L,,81.8800592248872
9165,LOCAL,OSHAWA,OSHAWA,ALDERSHOT DR,WADEBRIDGE CRES,KETTERING DR,L/R,L,,85.4023676754056
9166,LOCAL,OSHAWA,OSHAWA,WINLORD PL,PILGRIM LANE/WINLORD PL,WINLORD PL,L/R,L,,337.314942675888
9167,LOCAL,OSHAWA,OSHAWA,WOODBINE AVE,NORLAND GATE,BRIDLE RD,L/R,L,,115.659410722329
9168,LOCAL,OSHAWA,OSHAWA,WOODBINE AVE,SECRETARIAT AVE/PL/WOODBINE PL,NORLAND GATE,L/R,L,,111.941802435167
9169,LOCAL,OSHAWA,OSHAWA,RAGLAN RD E,SIMCOE ST N,RITSON RD N,500,L,,1559.72447151474
9170,LOCAL,OSHAWA,OSHAWA,CRERAR AVE,HIGHLAND AVE,WILSON RD S,L/R,L,,91.2103866486549
9171,LOCAL,OSHAWA,OSHAWA,LAUDER RD,MARY ST N,JARVIS ST,L/R,L,,232.359652204295
9172,LOCAL,OSHAWA,OSHAWA,MILLER AVE,STEVENSON RD N,FERNHILL BLVD,L/R,L,,211.692181269136
9173,LOCAL,OSHAWA,OSHAWA,JOHN ST E,ALBERT ST,EAST LIMIT,,,,167.614389349674
9174,LOCAL,OSHAWA,OSHAWA,HARRIS AVE,BOND ST W,CREIGHTON AVE,L/R,L,,185.535005019868
9175,LOCAL,OSHAWA,OSHAWA,GIBBONS ST,KING ST W,BOND ST W,C/R,COL,,101.522314664296
9176,LOCAL,OSHAWA,OSHAWA,PINE AVE,GRENFELL ST,CROMWELL AVE,L/R,L,,95.5969965968111
9177,LOCAL,OSHAWA,OSHAWA,GRENFELL ST,GIBB ST,FRONTENAC AVE,L/R,L,,81.4387144197951
9178,LOCAL,OSHAWA,OSHAWA,KING ST W,ROSEHILL BLVD,GIBBONS ST,ART,B,,108.582672562809
9179,LOCAL,OSHAWA,OSHAWA,MOHAWK ST,NORTHLAWN AVE,ORCHARD VIEW BLVD,L/R,L,,76.5621686021628
9180,LOCAL,OSHAWA,OSHAWA,MOHAWK ST,NORTHDALE AVE,NORTHLAWN AVE,L/R,L,,144.919045786332
9181,LOCAL,OSHAWA,OSHAWA,FRENCH ST,ROSEDALE AVE,75 m N OF ROSEDALE AVE,L/R,L,,76.7518771138436
9182,PROVINCIAL,MTO,OSHAWA,HIGHWAY 401 E,,,EXP,EXP,,50.7030431587826
9183,PROVINCIAL,MTO,OSHAWA,RAMP,,,EXP,EXP,,252.940382869926
9184,PROVINCIAL,MTO,OSHAWA,RAMP,,,EXP,EXP,,634.883535827177
9185,REGIONAL,DURHAM,OSHAWA,RAGLAN RD W,THORNTON RD N,STEVENSON RD N,ART,B,,787.667833234901
9186,REGIONAL,DURHAM,OSHAWA,OLIVE AVE,KEEWATIN ST S,VIEWMOUNT ST,ART,C,,80.703441006043
9187,LOCAL,OSHAWA,OSHAWA,OXFORD ST,BLOOR ST W,76 m N OF BLOOR ST W,L/R,L,,77.9768504054724
9188,LOCAL,OSHAWA,OSHAWA,MONTRAVE AVE,BLOOR ST W,76 m N OF BLOOR ST W,L/R,L,,86.5792699924617
9189,REGIONAL,DURHAM,OSHAWA,STEVENSON RD S,STEVENSON RD S,BLOOR ST W,ART,C,,184.035729250536
9190,REGIONAL,DURHAM,OSHAWA,BLOOR ST W,MONTRAVE AVE,PARK RD S,ART,A,,76.9250021160625
9191,LOCAL,OSHAWA,OSHAWA,PARK RD S,BLOOR ST W,65 m N OF BLOOR ST W,L/R,L,,72.1033535936285
9192,LOCAL,OSHAWA,OSHAWA,BURTON RD,BLOOR ST W,75 m N OF BLOOR ST W,L/R,L,,78.1925050944829
9193,REGIONAL,DURHAM,OSHAWA,OLIVE AVE,DIANNE DR,KEEWATIN ST S,ART,C,,223.619944437124
9194,LOCAL,OSHAWA,OSHAWA,NIAGARA DR,CANADORE CRES,RYERSON CRES,C/R,COL,,161.135993209323
9195,LOCAL,OSHAWA,OSHAWA,MCMILLAN DR,KING ST W/QUEEN ST,BOND ST W,C/R,COL,,101.372682611927
9196,REGIONAL,DURHAM,OSHAWA,ADELAIDE AVE E,DOVER ST,SURREY DR,ART,C,,84.1358968061069
9197,LOCAL,OSHAWA,OSHAWA,KEEWATIN ST S,QUEENSDALE AVE,KING ST E,C/R,COL,,102.110718652273
9198,LOCAL,OSHAWA,OSHAWA,MCMILLAN DR,RICHMOND ST W,KAISER CRES/WILLIAM ST W,C/R,COL,,104.558822029582
9199,REGIONAL,DURHAM,OSHAWA,SIMCOE ST N,BEATRICE ST,BYNG AVE,ART,B,,163.366490526374
9200,REGIONAL,DURHAM,OSHAWA,PARK RD N,SAGUENAY AVE,COLBORNE ST W,ART,C,,115.65410797381
9201,LOCAL,OSHAWA,OSHAWA,GLENBOURNE DR,92 m E OF BENSON ST,BENSON ST,C/R,COL,,90.5401545593552
9202,LOCAL,OSHAWA,OSHAWA,CATSKILL DR,DEER VALLEY DR,SNOWBIRD ST,L/R,L,,212.124466584726
9203,LOCAL,OSHAWA,OSHAWA,QUEENSDALE AVE,MELROSE ST,41 m E OF MELROSE ST,L/R,L,,43.9163638100161
9204,LOCAL,OSHAWA,OSHAWA,HOGARTH ST,ALBERT ST,79 m E OF ALBERT ST,L/R,L,,84.6574175935337
9205,LOCAL,OSHAWA,OSHAWA,CELINA ST,FISHER ST,64 m N OF FISHER ST,L/R,L,,66.5402254043548
9206,LOCAL,OSHAWA,OSHAWA,DUNDEE AVE,INVERNESS DR,ELIZABETH ST,L/R,L,,192.016970235413
9207,LOCAL,OSHAWA,OSHAWA,FRONT ST,ALBANY ST,85 m N OF ALBANY ST,L/R,L,,93.4336736425805
9208,LOCAL,OSHAWA,OSHAWA,SINCLAIR AVE,CUBERT ST,88 m E OF CUBERT ST,L/R,L,,89.1951058621666
9209,LOCAL,OSHAWA,OSHAWA,RALEIGH AVE,FAREWELL ST,135 m E OF FAREWELL ST,L/R,L,,141.9403691666
9210,LOCAL,OSHAWA,OSHAWA,SUMMER ST,COURT ST,113 m E OF COURT ST,L/R,L,,116.011799239181
9211,LOCAL,OSHAWA,OSHAWA,SYLVIA ST,CONANT ST,49 m N OF CONANT ST,L/R,L,,52.7312255904724
9212,LOCAL,OSHAWA,OSHAWA,QUEBEC ST,BURK ST,66 m E OF BURK ST,L/R,L,,66.2566461798972
9213,LOCAL,OSHAWA,OSHAWA,FETCHISON DR,GOWER DR,FROLIS ST,L/R,L,,84.1138587935235
9214,LOCAL,OSHAWA,OSHAWA,STONE ST,CEDAR ST,270 m E OF CEDAR ST,L/R,L,,52.2822940964755
9215,LOCAL,OSHAWA,OSHAWA,BEAUFORT AVE,HARMONY RD N,174 m E OF HARMONY RD,L/R,L,,176.751581995793
9216,REGIONAL,DURHAM,OSHAWA,SIMCOE ST N,ROSSLAND RD,JONES AVE,ART,B,,149.986899199225
9217,LOCAL,OSHAWA,OSHAWA,ORTONO AVE,BLOOR ST E,259 m E OF BLOOR ST,L/R,L,,271.940655738234
9218,LOCAL,OSHAWA,OSHAWA,STERLING AVE,HILLCREST DR,175 m E OF HILLCREST DR,L/R,L,,178.428101001705
9219,LOCAL,OSHAWA,OSHAWA,BOND ST E,CENTRAL PARK BLVD N,LUKE ST,ART,B,,102.139561294652
9220,PROVINCIAL,MTO,OSHAWA,HIGHWAY 401 W,,,EXP,EXP,,826.05250597661
9221,LOCAL,OSHAWA,OSHAWA,BOND ST E,KING ST E (TURNAROUND),RIVERSIDE DR N,ART,B,,32.0267074338738
9222,LOCAL,OSHAWA,OSHAWA,BOND ST E,WILSON RD N,CLAYMORE CRES,ART,B,,88.7933989714686
9223,LOCAL,OSHAWA,OSHAWA,BOND ST E,CLAYMORE CRES,KING ST E (TURNAROUND),ART,B,,456.959922787145
9224,LOCAL,OSHAWA,OSHAWA,BOND ST E,CLAYMORE CRES,CLAYMORE CRES,ART,B,,80.4162660192182
9225,LOCAL,OSHAWA,OSHAWA,BOND ST W,KING ST W (@ BULLNOSE),BOND ST W (TURNAROUND),ART,B,,85.7802443188927
9226,LOCAL,OSHAWA,OSHAWA,BOND ST W,BOND ST W (TURNAROUND),STEVENSON RD N,ART,B,,222.984828902162
9227,LOCAL,OSHAWA,OSHAWA,BOND ST W,STEVENSON RD N,HARRIS AVE,ART,B,,108.989974199254
9228,LOCAL,OSHAWA,OSHAWA,BOND ST W,ROSEHILL BLVD,GIBBONS ST,ART,B,,102.597656914128
9229,LOCAL,OSHAWA,OSHAWA,BOND ST W,FERNHILL BLVD,ROSEHILL BLVD,ART,B,,100.240761106446
9230,LOCAL,OSHAWA,OSHAWA,BOND ST W,HARRIS AVE,FERNHILL BLVD,ART,B,,105.944292765249
9231,LOCAL,OSHAWA,OSHAWA,BOND ST W,PARK RD N,WARREN AVE,ART,B,,85.440720003024
9232,LOCAL,OSHAWA,OSHAWA,BOND ST W,WARREN AVE,GLADSTONE AVE,ART,B,,77.686492113829
9233,LOCAL,OSHAWA,OSHAWA,BOND ST W,GLADSTONE AVE,ARENA ST,ART,B,,125.439250361032
9234,REGIONAL,DURHAM,OSHAWA,THORNTON RD N,CARTREF AVE,DEER VALLEY DR,ART,C,,367.205032954616
9235,LOCAL,OSHAWA,OSHAWA,BRUCE ST,COURT ST,CHARLES ST,L/R,L,,76.2545096288223
9236,PROVINCIAL,MTO,OSHAWA,HIGHWAY 401 W,,,EXP,EXP,,312.172569269519
9237,PROVINCIAL,MTO,OSHAWA,RAMP,,,EXP,EXP,,533.723608309814
9238,PROVINCIAL,MTO,OSHAWA,HIGHWAY 401 E,,,EXP,EXP,,1220.07781776933
9239,PROVINCIAL,MTO,OSHAWA,HIGHWAY 401 W,,,EXP,EXP,,690.636989813132
9240,LOCAL,OSHAWA,OSHAWA,BURK ST,GIBB ST,JOHN ST W,L/R,L,,406.482281043503
9241,LOCAL,OSHAWA,OSHAWA,BURK ST,JOHN ST W,KING ST W,L/R,L,,417.1071012984
9242,REGIONAL,DURHAM,OSHAWA,THORNTON RD N,DRYDEN BLVD,TAUNTON RD W,ART,C,,849.414695433152
9243,LOCAL,OSHAWA,OSHAWA,REGENT DR,RIVERSIDE DR N,EASTHAVEN ST,C/R,COL,,91.8176010048386
9244,LOCAL,OSHAWA,OSHAWA,REGENT DR,SOUTHWOOD ST,HEATHER CT/HOLLY CT,C/R,COL,,347.409330097697
9245,LOCAL,OSHAWA,OSHAWA,REGENT DR,HARMONY RD N,SOUTHWOOD ST,C/R,COL,,113.358823061754
9246,LOCAL,OSHAWA,OSHAWA,RITSON RD N,WINCHESTER RD E,COLUMBUS RD E,500,B,,1664.10275981521
9247,LOCAL,OSHAWA,OSHAWA,RITSON RD N,COLUMBUS RD E,HOWDEN RD E,500,B,,2040.33956007746
9248,LOCAL,OSHAWA,OSHAWA,RITSON RD N,HOWDEN RD E,RAGLAN RD E,400,L,,2132.91332095072
9249,LOCAL,OSHAWA,OSHAWA,RITSON RD S,SIMCOE ST S,WATERLOO ST,ART,C,,88.1584324982596
9250,LOCAL,OSHAWA,OSHAWA,RITSON RD S,WATERLOO ST,WENTWORTH ST E,ART,C,,242.822235033167
9251,LOCAL,OSHAWA,OSHAWA,RIVERSIDE DR N,CAMBRIDGE AVE,REGENT DR,C/R,COL,,102.552310732518
9252,LOCAL,OSHAWA,OSHAWA,RIVERSIDE DR N,BOND ST E,CAMBRIDGE AVE,C/R,COL,,98.3664678260841
9253,LOCAL,OSHAWA,OSHAWA,ROSSLAND RD E,HARMONY RD N,GRANDVIEW ST N,ART,B,,285.060751736278
9254,LOCAL,OSHAWA,OSHAWA,ROUNDELAY DR,THORNTON RD N,SALERNO ST,C/R,COL,,106.980559042383
9255,LOCAL,OSHAWA,OSHAWA,MONASH AVE,RITSON RD S,135 m E OF RITSON RD,L/R,L,,140.451679068606
9256,REGIONAL,DURHAM,OSHAWA,WILSON RD N,ATTERSLEY DR,TIFFANY CIRCLE,ART,C,,261.259498192539
9257,LOCAL,OSHAWA,OSHAWA,BOND ST W,ARENA ST,MCMILLAN DR,ART,B,,222.664588122301
9258,LOCAL,OSHAWA,OSHAWA,BOND ST W,MCMILLAN DR,CENTRE ST N,ART,B,,137.706941437597
9259,LOCAL,OSHAWA,OSHAWA,BOND ST W,CENTRE ST N,PRINCE ST,ART,B,,88.2784584624717
9260,LOCAL,OSHAWA,OSHAWA,BOND ST W,PRINCE ST,SIMCOE ST N,ART,B,,95.7224414439924
9261,LOCAL,OSHAWA,OSHAWA,BRUCE ST,SIMCOE ST S,CELINA ST,L/R,L,,88.150817477702
9262,LOCAL,OSHAWA,OSHAWA,BRUCE ST,CHARLES ST,HAROLD ST,L/R,L,,130.59759996753
9263,LOCAL,OSHAWA,OSHAWA,BRUCE ST,ALBERT ST,COURT ST,L/R,L,,149.147258248257
9264,LOCAL,OSHAWA,OSHAWA,BRUCE ST,HAROLD ST,DREW ST,L/R,L,,93.7590276793328
9265,PROVINCIAL,MTO,OSHAWA,HIGHWAY 401 E,,,EXP,EXP,,90.3703544092244
9266,PROVINCIAL,MTO,OSHAWA,RAMP,,,EXP,EXP,,303.218931796356
9267,LOCAL,OSHAWA,OSHAWA,BOND ST E,CADILLAC AVE N,OAKES AVE,ART,B,,86.3782430015632
9268,LOCAL,OSHAWA,OSHAWA,GALAHAD DR,GENTRY CRES,GLADFERN ST,C/R,COL,,305.231652984986
9269,LOCAL,OSHAWA,OSHAWA,HILLCROFT ST,GOTHIC DR,GREENBRIAR DR,C/R,COL,,88.2673583842017
9270,LOCAL,OSHAWA,OSHAWA,CREIGHTON AVE,HARRIS CT/AVE,FERNHILL BLVD,L/R,L,,105.079135217067
9271,LOCAL,OSHAWA,OSHAWA,CREIGHTON AVE,STEVENSON RD N,HARRIS CT/AVE,L/R,L,,108.048770661349
9272,LOCAL,OSHAWA,OSHAWA,REGENT DR,NORWOOD CT,29 m E OF NORWOOD CT,L/R,L,,28.1931254684558
9273,LOCAL,OSHAWA,OSHAWA,KAISER CRES,MCMILLAN DR/WILLIAM ST W,COLBORNE ST W,C/R,COL,,99.1493866389803
9274,LOCAL,OSHAWA,OSHAWA,LANARK DR,GREENOCH CT,WAVERLY ST N,L/R,L,,187.434611627414
9275,LOCAL,OSHAWA,OSHAWA,SOLAR PL,SOLAR PL/SOLAR GATE,SOLAR PL,L/R,L,,211.87670544459
9276,LOCAL,OSHAWA,OSHAWA,MCMILLAN DR,BOND ST W,RICHMOND ST W,C/R,COL,,99.0076398559276
9277,LOCAL,OSHAWA,OSHAWA,SWISS HEIGHT,HARMONY RD N,PINECREST RD,L/R,L,,294.52746548864
9278,REGIONAL,DURHAM,OSHAWA,RITSON RD N,GIVEN RD,WINCHESTER RD E,ART,B,,242.337225283124
9279,LOCAL,OSHAWA,OSHAWA,OBERLAND DR,GRAND RIDGE AVE,SWISS HEIGHT,L/R,L,,241.316636661218
9280,LOCAL,OSHAWA,OSHAWA,CHIPPEWA ST,88 m S OF SENECA AVE,SENECA AVE,L/R,L,,85.9985907531208
9281,LOCAL,OSHAWA,OSHAWA,GLENMANOR DR,WOODLEA CRES,GLENCAIRN ST,L/R,L,,230.674265616438
9282,LOCAL,OSHAWA,OSHAWA,WOODLEA CRES,GLENMANOR DR,GLENMANOR DR,L/R,L,,318.110535691159
9283,LOCAL,OSHAWA,OSHAWA,SUNVALLEY CT,JASPER AVE/VALLEY DR,NORTH LIMIT,L/R,L,,167.763325609713
9284,LOCAL,OSHAWA,OSHAWA,GLENMANOR DR,WOODLEA AVE,WOODLEA CRES,L/R,L,,149.502537786773
9285,LOCAL,OSHAWA,OSHAWA,HURD ST,OLD SIMCOE ST,SIMCOE ST N,L/R,L,,42.1414849361769
9286,LOCAL,OSHAWA,OSHAWA,CHRISTINE CRES,NEVIS AVE,NEVIS AVE,L/R,L,,97.1731506968625
9287,LOCAL,OSHAWA,OSHAWA,DEAN AVE,NORMANDY ST,LOMOND ST/SEDAN CRES,C/R,COL,,212.127752446803
9288,LOCAL,OSHAWA,OSHAWA,CRERAR AVE,BALDWIN ST,GUELPH ST,L/R,L,,96.1324983005727
9289,LOCAL,OSHAWA,OSHAWA,GUELPH ST,CRERAR AVE,OLIVE AVE,L/R,L,,152.032641887785
9290,LOCAL,OSHAWA,OSHAWA,WAVERLY ST N,ANNAPOLIS AVE,BUCHAN AVE,C/R,COL,,85.8426386437011
9291,LOCAL,OSHAWA,OSHAWA,SEVERN ST,25 m S OF FRASER AVE,FRASER AVE,L/R,L,,22.8430409741839
9292,LOCAL,OSHAWA,OSHAWA,DARTMOOR ST,ANDOVER DR,ALDERSHOT DR,L/R,L,,256.256489865328
9293,LOCAL,OSHAWA,OSHAWA,RENAISSANCE DR,CHARTER CRES (E LEG),PARK RD S,C/R,COL,,87.1629059324397
9294,LOCAL,OSHAWA,OSHAWA,SWITZER DR,WYLDEWOOD DR,MOHAWK ST,L/R,L,,121.785664871256
9295,LOCAL,OSHAWA,OSHAWA,TRAVAIL AVE,PINDAR CRES,PINDAR CRES,L/R,L,,185.966638058274
9296,LOCAL,OSHAWA,OSHAWA,KILLINGTON ST,SUNDANCE CIRCLE,DEER VALLEY DR,L/R,L,,93.0392597603256
9297,LOCAL,OSHAWA,OSHAWA,SWITZER DR,20 m W OF WYLDEWOOD,WYLDEWOOD DR,L/R,L,,19.66588765685
9298,LOCAL,OSHAWA,OSHAWA,GLENDALE AVE,GIBBONS ST,GLENGROVE ST,L/R,L,,75.644115513009
9299,LOCAL,OSHAWA,OSHAWA,DEER VALLEY DR,KILLINGTON ST,THORNTON RD N,L/R,L,,123.095961608872
9300,LOCAL,OSHAWA,OSHAWA,RYERSON CRES,CONESTOGA CT,NIAGARA DR,L/R,L,,223.477935383167
9301,LOCAL,OSHAWA,OSHAWA,BESSBOROUGH DR,BESSBOROUGH DR,GLENWOOD CRES,L/R,L,,168.127974567519
9302,LOCAL,OSHAWA,OSHAWA,SWITZER DR,LAW ST,HORTOP ST,L/R,L,,96.7393506874993
9303,LOCAL,OSHAWA,OSHAWA,BESSBOROUGH DR,BESSBOROUGH DR,GLENWOOD AVE,L/R,L,,149.565639576163
9304,LOCAL,OSHAWA,OSHAWA,ROSSMOUNT AVE,FERNHILL BLVD,GLENFOREST ST,L/R,L,,82.5456581131008
9305,LOCAL,OSHAWA,OSHAWA,NORWILL CRES,GLOVERS RD,GLOVERS RD,L/R,L,,352.597750595398
9306,LOCAL,OSHAWA,OSHAWA,GLENMANOR DR,GLENVIEW AVE,WOODLEA AVE,L/R,L,,80.1215202836511
9307,LOCAL,OSHAWA,OSHAWA,RAIKE DR,AVALON CT/AVALON ST,BRITANNIA AVE E,L/R,L,,322.770716567606
9308,REGIONAL,DURHAM,OSHAWA,OLIVE AVE,CELINA ST,ALBERT ST,ART,C,,76.7061784992172
9309,LOCAL,OSHAWA,OSHAWA,BRITANNIA AVE E,RAIKE DR,PINDAR CRES,ART,C,,91.1745765563168
9310,LOCAL,OSHAWA,OSHAWA,BARNES CRES,WHISTLER DR,WHISTLER DR,L/R,L,,291.259367503546
9311,LOCAL,OSHAWA,OSHAWA,SUNDANCE CIRCLE,GRIFFITH ST,KILLINGTON ST,L/R,L,,364.336880425299
9312,LOCAL,OSHAWA,OSHAWA,NORTHBROOK ST,NORTHGATE CRES,NORTHMINSTER CT,L/R,L,,244.555894893495
9313,LOCAL,OSHAWA,OSHAWA,NORTHBROOK ST,NORTHMINSTER CT,TAUNTON RD W,L/R,L,,68.1236771877649
9314,LOCAL,OSHAWA,OSHAWA,DARCY ST,MARY ST N,GRIERSON ST,C/R,COL,,95.9813272307786
9315,LOCAL,OSHAWA,OSHAWA,DARCY ST,MASSON ST,MARY ST N,L/R,L,,100.419536002033
9316,LOCAL,OSHAWA,OSHAWA,DARCY ST,SIMCOE ST N,MASSON ST,L/R,L,,103.689994894951
9317,LOCAL,OSHAWA,OSHAWA,ROBERT ST,MARY ST N,GRIERSON ST,L/R,L,,86.6338563861797
9318,LOCAL,OSHAWA,OSHAWA,WESTDALE ST,ROSSMOUNT AVE,NORTHCLIFFE AVE,L/R,L,,199.200030712823
9319,REGIONAL,DURHAM,OSHAWA,THORNTON RD N,ADELAIDE AVE W,TATRA DR,ART,C,,271.343370412149
9320,LOCAL,OSHAWA,OSHAWA,GLENCAIRN ST,JANE AVE,36 m N OF JANE AVE,L/R,L,,36.1401904131166
9321,REGIONAL,DURHAM,OSHAWA,PARK RD S,HILLSIDE AVE,TRESANE ST,ART,C,,94.7422662521502
9322,LOCAL,OSHAWA,OSHAWA,ROBERT ST,SIMCOE ST N,MASSON ST,L/R,L,,99.7115793313364
9323,LOCAL,OSHAWA,OSHAWA,MASSON ST,DARCY ST,ROBERT ST,L/R,L,,346.614506594313
9324,LOCAL,OSHAWA,OSHAWA,GRIERSON ST,DARCY ST,ROBERT ST,L/R,L,,347.419321422686
9325,LOCAL,OSHAWA,OSHAWA,MARIGOLD AVE,JUNIPER ST,ORCHID CT,L/R,L,,54.8186792476422
9326,LOCAL,OSHAWA,OSHAWA,ROBERT ST,MASSON ST,MARY ST N,L/R,L,,101.936042020484
9327,LOCAL,OSHAWA,OSHAWA,ARLINGTON AVE,MIDLAND AVE,SIMCOE ST N,L/R,L,,214.562960751727
9328,LOCAL,OSHAWA,OSHAWA,RIDGEMOUNT BLVD,LIVEOAK ST,LIVEOAK ST,L/R,L,,186.348093497638
9329,LOCAL,OSHAWA,OSHAWA,GREENLANE DR,IDYLWOOD CT,BEATRICE ST E,L/R,L,,99.1564570049276
9330,LOCAL,OSHAWA,OSHAWA,TENNYSON AVE,CARMAN CT,FAREWELL ST,L/R,L,,151.095552397046
9331,LOCAL,OSHAWA,OSHAWA,PINDAR CRES,TRAVAIL AVE,BRITANNIA AVE E,L/R,L,,89.7450054912017
9332,LOCAL,OSHAWA,OSHAWA,FROBISHER CT,WEST LIMIT,WAVERLY ST S,L/R,L,,121.002786965369
9333,LOCAL,OSHAWA,OSHAWA,SHERWOOD AVE,SOMERVILLE ST,HORTOP ST,L/R,L,,204.878969135836
9334,LOCAL,OSHAWA,OSHAWA,PONTIAC AVE,SOMERVILLE ST,HORTOP ST,L/R,L,,242.988969721657
9335,REGIONAL,DURHAM,OSHAWA,OLIVE AVE,HIGHLAND AVE,WILSON RD S,ART,C,,91.7160129402828
